Date,IV30,IV30 20-Day MA,OHLC 20-Day Vol,OHLC 52-Week Vol,Options Volume
10/16/2023,14.29,15.0085,14.5248,16.3273,8946226
10/13/2023,16.06,14.877,14.4699,16.3041,10407742
10/12/2023,14.21,14.6525,14.3763,16.3227,9833440
10/11/2023,13.76,14.4475,14.3658,16.3562,7585554
10/10/2023,14.41,14.3075,14.2672,16.4846,9615526
10/9/2023,15.12,14.1655,13.9057,16.4644,7169979
10/6/2023,15.51,13.963,12.5601,16.4739,11096196
10/5/2023,16.17,13.764,12.5812,16.6287,7972761
10/4/2023,16.2,13.555,12.5882,16.7392,9802321
10/3/2023,17.41,13.3295,12.1608,16.7718,10172604
10/2/2023,15.45,13.0205,12.2444,16.8364,8225651
9/29/2023,15.49,12.7905,11.707,16.8956,9808039
9/28/2023,15.08,12.577,11.4594,16.9912,9019987
9/27/2023,15.94,12.3935,11.9389,16.9846,12102267
9/26/2023,16.28,12.194,11.5164,17.0283,10107403
9/25/2023,14.36,12.015,11.5267,17.0245,7728622
9/22/2023,14.89,11.971,13.0784,17.1989,9521921
9/21/2023,14.8,11.955,12.7363,17.1906,10347109
9/20/2023,12.82,11.8885,12.2456,17.2412,7185928
9/19/2023,11.92,11.9645,12.2233,17.2784,7243315
9/18/2023,11.66,12.081,12.4986,17.2974,5993460
9/15/2023,11.57,12.2515,12.7183,17.2865,8704143
9/14/2023,10.11,12.4435,12.7389,17.4953,9009168
9/13/2023,10.96,12.665,13.0299,17.5047,7532319
9/12/2023,11.57,12.812,13.2158,17.5328,7169628
9/11/2023,11.07,12.8575,13.1895,17.5816,6617658
9/8/2023,11.53,12.9615,13.7769,17.6755,7049334
9/7/2023,11.99,13.069,13.7136,17.6791,7088495
9/6/2023,11.69,13.158,13.8456,17.8174,8369571
9/5/2023,11.23,13.2325,13.9644,17.8515,6205667
9/1/2023,10.85,13.3045,14.0825,17.8761,7694355
8/31/2023,11.22,13.46,14.1693,17.921,7706941
8/30/2023,11.41,13.564,14.5328,17.9419,8251048
8/29/2023,11.95,13.646,13.725,18.1165,10201360
8/28/2023,12.7,13.6165,13.6115,18.1398,8402529
8/25/2023,13.48,13.5335,13.6383,18.1323,9619306
8/24/2023,14.57,13.408,13.0885,18.0326,8863609
8/23/2023,13.47,13.2625,12.8722,18.0847,7107138
8/22/2023,14.34,13.128,12.7049,18.0939,7927033
8/21/2023,14.25,12.976,12.6306,18.0912,7951641
8/18/2023,15.07,12.818,12.3716,18.1004,9813568
8/17/2023,15.41,12.623,11.8306,18.0763,11104207
8/16/2023,14.54,12.424,11.6315,18.0896,9530300
8/15/2023,13.9,12.2625,11.5982,18.1179,8849669
8/14/2023,12.48,12.1155,11.3401,18.1333,7732907
8/11/2023,13.15,12.037,11.2233,18.2231,8871938
8/10/2023,13.68,11.9265,10.5946,18.1896,11588959
8/9/2023,13.77,11.7935,10.8221,18.2027,8834895
8/8/2023,13.18,11.6545,10.5611,18.2227,8052010
8/7/2023,12.67,11.595,10.381,18.2182,6903392
8/4/2023,13.96,11.5665,10.1981,18.228,10095617
8/3/2023,13.3,11.4745,10.4994,18.2317,7479718
8/2/2023,13.05,11.4285,10.0453,18.2316,9664701
8/1/2023,11.36,11.3505,9.9971,18.2596,6155896
7/31/2023,11.04,11.3345,10.4087,18.288,6686269
7/28/2023,10.97,11.328,10.2057,18.3761,8659828
7/27/2023,11.66,11.345,8.895,18.3291,10636978
7/26/2023,10.78,11.3285,9.2292,18.3304,5825397
7/25/2023,11.3,11.3535,9.2225,18.3537,5584059
7/24/2023,11.09,11.3685,9.5875,18.3844,6550123
7/21/2023,11.17,11.3835,9.7664,18.3908,6897548
7/20/2023,11.43,11.3715,9.6962,18.4975,8342130
7/19/2023,11.31,11.371,9.8795,18.5769,7794315
7/18/2023,10.96,11.395,9.901,18.6178,8034154
7/17/2023,10.91,11.4385,10.8718,18.7062,6147897
7/14/2023,10.94,11.488,11.1423,18.7957,8122867
7/13/2023,11.02,11.5075,11.1075,18.8101,7219115
7/12/2023,10.99,11.5315,10.9167,18.8072,8379874
7/11/2023,11.99,11.5665,10.9227,18.82,6895997
7/10/2023,12.1,11.519,11.0591,18.8437,6666469
7/7/2023,12.12,11.458,10.855,18.8498,7787890
7/6/2023,12.38,11.4125,10.4421,18.9421,8318351
7/5/2023,11.49,11.3515,10.4224,18.968,5737736
7/3/2023,11.04,11.3635,10.9756,19.0273,3289731
6/30/2023,10.91,11.397,11.0122,19.021,8905548
6/29/2023,11.31,11.4735,11.0234,19.2118,7201949
6/28/2023,11.33,11.6005,11.208,19.2164,8151155
6/27/2023,11.28,11.7235,11.427,19.3538,8446970
6/26/2023,11.6,11.885,11.7513,19.3653,7710359
6/23/2023,11.39,12.0895,11.5378,19.4513,7703835
6/22/2023,10.93,12.359,11.66,19.5337,7594810
6/21/2023,11.42,12.5745,11.6869,19.5603,7771973
6/20/2023,11.79,12.6945,11.6015,19.7449,7775206
6/16/2023,11.83,12.792,11.7683,19.8059,9427084
6/15/2023,11.9,12.8555,11.2343,19.801,12245161
6/14/2023,11.33,12.9475,11.0047,20.0003,9145274
6/13/2023,11.5,13.124,10.9316,20.1095,9018104
6/12/2023,11.69,13.24,11.0187,20.2063,7251034
6/9/2023,11.04,13.3625,11.0095,20.2144,8909420
6/8/2023,10.88,13.519,11.4476,20.3116,8023601
6/7/2023,11.21,13.6885,11.4262,20.3494,8991853
6/6/2023,11.16,13.889,11.4182,20.3859,8357853
6/5/2023,11.73,14.0445,12.1886,20.4774,8920434
6/2/2023,11.71,14.1985,11.808,20.5045,10905879
6/1/2023,12.44,14.5075,11.7864,20.5043,9391726
5/31/2023,13.85,14.7035,12.149,20.5892,8245634
5/30/2023,13.79,14.773,11.9464,20.6406,8512726
5/26/2023,14.51,14.7485,11.9168,20.6503,9153978
5/25/2023,15.69,14.691,12.6362,20.7061,8289282
5/24/2023,16.78,14.63,12.7139,20.74,9205909
5/23/2023,15.24,14.6195,13.1149,20.9445,9507158
5/22/2023,13.82,14.7035,13.0872,20.9728,7555740
5/19/2023,13.74,14.7205,13.048,21.2038,9645975
5/18/2023,13.1,14.752,12.8743,21.2494,10184013
5/17/2023,13.74,14.838,12.6558,21.2497,9521410
5/16/2023,14.86,14.8535,12.7046,21.3074,6883895
5/15/2023,13.82,14.8145,12.7207,21.3976,7390816
5/12/2023,14.14,14.8355,12.6531,21.4363,8837364
5/11/2023,14.17,14.8725,13.077,21.5873,7717930
5/10/2023,14.27,14.9385,12.9625,21.7016,9903055
5/9/2023,15.22,15.061,12.9407,21.7408,5815286
5/8/2023,14.27,15.1335,13.1605,21.935,6817881
5/5/2023,14.81,15.238,12.5571,22.1076,8745099
5/4/2023,17.89,15.335,12.5073,22.1111,9274752
5/3/2023,16.36,15.293,12.3782,22.1599,8065647
5/2/2023,15.24,15.3125,11.9814,22.3686,10687044
5/1/2023,13.3,15.3565,12.5531,22.4398,7350216
4/28/2023,13.36,15.5315,12.2507,22.4522,9217647
4/27/2023,14.47,15.7105,11.7791,22.5367,9021552
4/26/2023,16.57,15.858,11.6579,22.5829,8344549
4/25/2023,16.92,15.9435,11.1573,22.715,9091853
4/24/2023,14.16,16.036,11.6976,22.8559,7155489
4/21/2023,14.37,16.3295,12.9607,22.8592,8093853
4/20/2023,14.82,16.6385,13.9454,22.8979,8751521
4/19/2023,14.05,16.9135,14.2897,22.8996,6688217
4/18/2023,14.08,17.172,14.3698,22.9294,8032772
4/17/2023,14.24,17.5245,14.6551,22.9496,7199118
4/14/2023,14.88,17.9665,16.6375,22.9765,9775318
4/13/2023,15.49,18.215,17.3063,22.9865,8304899
4/12/2023,16.72,18.563,17.7623,22.976,8975631
4/11/2023,16.67,18.749,18.9353,22.985,6262997
4/10/2023,16.36,19.0905,19.2796,22.9948,7018209
4/6/2023,16.75,19.3675,20.4232,23.0087,7299192
4/5/2023,17.05,19.548,20.4268,23.0152,7417015
4/4/2023,16.75,19.557,20.921,23.0144,8960095
4/3/2023,16.12,19.607,20.9842,23.0416,8310095
3/31/2023,16.8,19.6295,21.0378,23.0234,10133992
3/30/2023,16.94,19.6335,21.3773,23.0392,8522342
3/29/2023,17.42,19.699,21.071,23.0274,8005369
3/28/2023,18.28,19.774,21.0266,23.0269,7235611
3/27/2023,18.77,19.7745,21.1977,23.0394,8006164
3/24/2023,20.03,19.766,21.399,23.0329,9742911
3/23/2023,20.55,19.7375,20.9675,22.989,11512861
3/22/2023,20.32,19.644,20.2346,22.9448,9564037
3/21/2023,19.22,19.6075,20.5247,22.9723,7927568
3/20/2023,21.13,19.644,20.5559,23.0225,7957884
3/17/2023,23.08,19.476,20.7467,23.056,9983503
3/16/2023,19.85,19.2085,19.2731,22.9765,11276359
3/15/2023,22.45,19.0235,18.7339,22.9372,11018008
3/14/2023,20.44,18.731,18.3483,22.9935,10793492
3/13/2023,23.5,18.6165,17.1746,22.9515,11651909
3/10/2023,21.9,18.397,17.7723,23.0308,14899531
3/9/2023,20.36,18.2595,16.5364,23.0052,11489382
3/8/2023,17.23,18.1255,17.2366,23.191,7854866
3/7/2023,17.75,18.0885,16.6044,23.1729,9806668
3/6/2023,16.57,18.057,17.0851,23.193,8507687
3/3/2023,16.88,18.0525,17.0187,23.2011,9575308
3/2/2023,18.25,18.011,17.2376,23.2022,9422306
3/1/2023,18.92,17.9135,17.7689,23.247,9038363
2/28/2023,18.29,17.8385,18.0166,23.324,7864533
2/27/2023,18.6,17.8315,17.8264,23.5241,8778438
2/24/2023,19.46,17.7455,17.4135,23.6459,9532350
2/23/2023,18.68,17.632,17.7689,23.6495,9061170
2/22/2023,19.59,17.568,17.8246,23.6561,8438763
2/21/2023,19.95,17.458,17.4737,23.6676,9201266
2/17/2023,17.77,17.335,18.0916,23.6716,9494508
2/16/2023,17.73,17.3525,17.744,23.6712,9597762
2/15/2023,16.15,17.4065,18.7775,23.671,7702097
2/14/2023,16.6,17.516,18.4027,23.7251,9994078
2/13/2023,18.15,17.542,18.5104,23.7571,7724657
2/10/2023,19.11,17.4755,18.687,23.7716,8868836
2/9/2023,19.15,17.4075,17.8436,23.7155,9610034
2/8/2023,17.68,17.4565,17.8444,23.7116,8932890
2/7/2023,16.49,17.5535,17.6601,23.6911,10370296
2/6/2023,17.12,17.7575,18.4658,23.7475,7787444
2/3/2023,16.48,17.9255,18.0907,23.7233,10179043
2/2/2023,16.05,18.195,17.918,23.7072,11765176
2/1/2023,16.3,18.448,17.7584,23.754,10327099
1/31/2023,17.42,18.7165,17.5173,23.8201,7841924
1/30/2023,18.15,18.9195,17.7782,23.8834,8867180
1/27/2023,16.88,19.068,18.1091,24.0066,9806090
1/26/2023,17.19,19.326,17.9654,24.0929,9739858
1/25/2023,17.4,19.5315,17.4257,24.2861,10264638
1/24/2023,17.39,19.732,18.1741,24.322,7490426
1/23/2023,17.49,19.966,18.1838,24.3585,10829169
1/20/2023,18.12,20.104,17.5246,24.3549,9139240
1/19/2023,18.81,20.262,17.6485,24.3805,9261307
1/18/2023,18.34,20.402,16.6019,24.3165,10699790
1/17/2023,17.12,20.583,17.7494,24.3748,6998531
1/13/2023,16.82,20.79,17.6993,24.3578,7608730
1/12/2023,17.75,20.9375,20.6502,24.3609,9953952
1/11/2023,20.13,21.091,20.8427,24.4041,8659757
1/10/2023,19.62,21.241,20.7529,24.398,7499365
1/9/2023,20.57,21.345,20.3975,24.3773,9802572
1/6/2023,20.48,21.3695,19.6365,24.3932,9989197
1/5/2023,21.87,21.4265,20.0076,24.3904,7626047
1/4/2023,21.11,21.376,20.2718,24.3806,8625686
1/3/2023,21.67,21.2745,20.2451,24.3488,7626354
12/30/2022,21.48,21.0825,20.1455,24.3348,7154205
12/29/2022,21.12,20.935,22.2592,24.3087,7321119
12/28/2022,22.04,20.835,21.9069,24.2826,8254618
12/27/2022,21.3,20.7415,22.2038,24.3001,6247609
12/23/2022,21.41,20.6785,22.0336,24.2935,6856341
12/22/2022,22.07,20.5415,21.3977,24.2615,10268596
12/21/2022,20.25,20.3845,21.3575,24.2721,8385680
12/20/2022,21.28,20.3625,21.2756,24.2973,7549839
12/19/2022,21.61,20.3415,21.38,24.2981,8417978
12/16/2022,21.96,20.3635,21.6663,24.3091,9468980
12/15/2022,21.26,20.394,20.7762,24.2883,9812473
12/14/2022,19.77,20.459,21.5058,24.2814,8597344
12/13/2022,20.82,20.595,18.5611,24.0711,10502842
12/12/2022,23.13,20.6395,18.2687,24.0523,7208590
12/9/2022,21.7,20.5225,21.2656,24.051,7200569
12/8/2022,21.06,20.5425,21.8668,24.0469,7452112
12/7/2022,21.62,20.7145,22.0932,24.0828,7826219
12/6/2022,20.86,20.8265,21.7217,24.0638,10407904
12/5/2022,19.08,20.939,22.3128,24.0763,9277835
12/2/2022,17.83,21.1825,22.2304,24.0754,8901591
12/1/2022,18.53,21.5105,23.6247,24.1883,8635472
11/30/2022,19.12,21.8125,21.7887,24.0248,9883974
11/29/2022,20.17,22.076,21.8262,24.0456,6824240
11/28/2022,20.04,22.2875,22.9314,24.0797,6926880
11/25/2022,18.67,22.539,23.1693,24.0855,3200054
11/23/2022,18.93,22.8925,23.3351,24.0853,8543477
11/22/2022,19.81,23.2365,23.6375,24.0832,6755067
11/21/2022,20.86,23.566,23.8358,24.0817,6447224
11/18/2022,22.05,23.8925,25.1799,24.0651,8219318
11/17/2022,22.57,24.189,24.9588,24.0312,8072068
11/16/2022,22.56,24.4545,25.1313,24.0298,6825147
11/15/2022,22.49,24.7355,25.8235,23.9571,10302123
11/14/2022,21.71,25.002,26.6854,23.956,7926716
11/11/2022,20.79,25.3285,28.5405,23.9486,9225977
11/10/2022,22.1,25.7665,28.4775,23.7201,9572586
11/9/2022,24.5,26.1315,27.9869,23.6748,8091158
11/8/2022,23.86,26.415,28.0145,23.6581,7375510
11/7/2022,23.11,26.7055,28.1787,23.6568,6733927
11/4/2022,23.95,26.976,28.213,23.5803,10408058
11/3/2022,24.39,27.1795,28.0508,23.5632,7184367
11/2/2022,24.57,27.3135,27.4764,23.437,8735787
11/1/2022,24.39,27.364,28.0296,23.3954,5158535
10/31/2022,24.4,27.4135,28.6878,23.3967,6522411
10/28/2022,25.07,27.5035,27.9347,23.2862,9483988
10/27/2022,25.74,27.682,28.243,23.2746,5978408
10/26/2022,25.81,27.807,28.6397,23.2605,9020965
10/25/2022,26.4,27.86,28.9121,23.2221,7048691
10/24/2022,27.39,27.9845,28.8985,23.2094,8801575
10/21/2022,27.98,28.042,27.9885,23.0644,11288912
10/20/2022,27.88,28.0055,27.8659,23.0489,7438346
10/19/2022,28.18,27.874,28.8116,23.0357,8140335
10/18/2022,27.82,27.772,27.6032,22.8927,8426326
10/17/2022,28.24,27.6395,27.347,22.8078,8357905
10/14/2022,29.55,27.4105,25.5931,22.6199,10442502
10/13/2022,29.4,27.151,23.496,22.3976,11668656
10/12/2022,30.17,26.8615,23.5677,22.3976,8307980
10/11/2022,29.67,26.4925,25.5242,22.3798,7975291
10/10/2022,28.52,26.1675,25.3527,22.3586,7952924
10/7/2022,28.02,25.775,24.6725,22.286,10116377
10/6/2022,27.07,25.3785,25.0146,22.3139,6707908
10/5/2022,25.58,25.0595,24.9863,22.2533,9019313
10/4/2022,25.38,24.8545,23.9654,22.164,7840283
10/3/2022,26.2,24.7495,24.2473,22.105,8670888
9/30/2022,28.64,24.6125,24.1179,22.1211,10574222
9/29/2022,28.24,24.3115,23.8836,22.0757,8923703
9/28/2022,26.87,24.067,23.5932,22.0615,10030622
9/27/2022,28.89,23.886,22.9632,21.9879,9374752
9/26/2022,28.54,23.5895,25.0065,21.9776,9328894
9/23/2022,27.25,23.313,24.7004,21.9399,13803193
9/22/2022,25.25,22.919,24.6545,21.9436,8510835
9/21/2022,26.14,22.671,23.2973,21.8277,9723268
9/20/2022,25.17,22.4105,23.635,21.882,6950163
9/19/2022,23.66,22.1925,23.0622,21.8237,7426550
9/16/2022,24.36,21.9105,22.6759,21.7987,10659577
9/15/2022,23.61,21.554,22.7157,21.79,7943218
9/14/2022,22.79,21.267,22.7087,21.7974,8088980
9/13/2022,23.17,20.986,20.4178,21.5947,8847515
9/12/2022,20.67,20.678,20.7569,21.6267,8317668
9/9/2022,20.09,20.4955,20.7392,21.605,8858311
9/8/2022,20.69,20.3715,21.1071,21.5639,7935586
9/7/2022,21.48,20.198,20.19,21.4922,8204382
9/6/2022,23.28,20.081,20.2627,21.4806,8866212
9/2/2022,23.46,19.8425,19.2255,21.3715,10315887
9/1/2022,22.62,19.588,18.8275,21.344,7485709
8/31/2022,23.35,19.4075,18.7591,21.314,7834103
8/30/2022,23.25,19.192,18.347,21.2777,7506269
8/29/2022,22.96,19.0725,18.3418,21.2669,7837605
8/26/2022,23.01,18.9015,15.7086,21.0511,10156742
8/25/2022,19.37,18.6915,15.7272,21.0284,4707062
8/24/2022,20.29,18.697,16.9332,21.0261,6013697
8/23/2022,20.93,18.682,17.1068,21.0286,4677663
8/22/2022,20.81,18.7275,16.3483,20.9845,7350307
8/19/2022,18.02,18.689,16.4486,20.9836,7357771
8/18/2022,17.23,18.812,16.8962,20.997,4515745
8/17/2022,17.87,18.9665,16.7051,20.9893,7292150
8/16/2022,17.17,19.151,17.8729,20.9879,5631815
8/15/2022,17.01,19.387,18.5257,20.9694,6111399
8/12/2022,17.02,19.6755,18.6547,20.9351,6419593
8/11/2022,17.61,19.9345,19.3224,20.9132,6065489
8/10/2022,17.22,20.2655,19.3266,20.8354,7339163
8/9/2022,19.14,20.6175,19.5746,20.8348,4152030
8/8/2022,18.51,20.884,19.5107,20.8169,6330701
8/5/2022,18.37,21.14,19.325,20.7901,7259686
8/4/2022,19.01,21.355,19.6335,20.7898,4490924
8/3/2022,19.04,21.5835,19.5075,20.7704,7111275
8/2/2022,20.86,21.8625,20.5477,20.7686,5975391
8/1/2022,19.54,22.0755,20.6396,20.7557,7046486
7/29/2022,18.81,22.3745,20.9593,20.7305,8020168
7/28/2022,19.48,22.7705,20.7363,20.7067,6792834
7/27/2022,19.99,23.093,21.6725,20.6305,7224008
7/26/2022,21.84,23.38,21.5992,20.619,4278481
7/25/2022,20.04,23.499,22.9975,20.6232,5466274
7/22/2022,20.48,23.742,22.8901,20.6008,8284286
7/21/2022,20.32,24.03,23.5175,20.5767,5799448
7/20/2022,21.56,24.3355,24.2697,20.6013,8065481
7/19/2022,21.89,24.5995,23.6389,20.5489,6584151
7/18/2022,22.78,24.949,24.6218,20.5023,7085282
7/15/2022,22.2,25.312,24.838,20.4574,7214791
7/14/2022,24.23,25.5885,24.4319,20.3834,6551880
7/13/2022,24.26,25.855,25.6567,20.3022,7893164
7/12/2022,24.47,26.2125,26.4493,20.2855,5441308
7/11/2022,23.63,26.329,27.2018,20.2815,6506776
7/8/2022,22.67,26.385,27.1755,20.314,7456906
7/7/2022,23.58,26.3655,27.8085,20.2915,5197206
7/6/2022,24.62,26.286,28.0294,20.2829,6245706
7/5/2022,25.12,26.1875,27.5426,20.1875,7142020
7/1/2022,25.52,26.09,28.0858,20.1618,7772916
6/30/2022,26.73,25.9265,28.0277,20.1059,7930218
6/29/2022,25.93,25.7615,28.1017,20.0986,6745710
6/28/2022,25.73,25.6515,27.3874,19.9171,6718369
6/27/2022,24.22,25.554,27.8626,19.9099,6185775
6/24/2022,24.9,25.6085,26.9716,19.7688,7824827
6/23/2022,26.24,25.6905,27.4679,19.7555,5177126
6/22/2022,26.43,25.7435,27.0137,19.6616,7397838
6/21/2022,26.84,25.7295,28.0186,19.5979,6620838
6/17/2022,28.88,25.7495,28.0658,19.5885,7687469
6/16/2022,30.04,25.641,28.2209,19.397,7870630
6/15/2022,27.73,25.5405,28.1557,19.3268,8164438
6/14/2022,29.56,25.37,27.9814,19.2895,6281175
6/13/2022,31.41,25.168,26.7431,19.0562,10086976
6/10/2022,26.8,24.944,26.611,18.9363,10150014
6/9/2022,24.75,25.076,26.1645,18.8238,6070125
6/8/2022,22.28,25.331,27.375,18.8121,6149845
6/7/2022,21.99,25.6905,27.6417,18.7025,5317957
6/6/2022,22.65,26.115,27.6864,18.6558,6047028
6/3/2022,23.17,26.3285,28.8927,18.6175,7003739
6/2/2022,22.25,26.573,29.5952,18.5203,5792224
6/1/2022,23.43,26.56,29.2612,18.4651,8013197
5/31/2022,23.73,26.6725,29.6813,18.4583,7482460
5/27/2022,23.78,26.845,30.3714,18.356,7812609
5/26/2022,25.31,27.0895,30.4967,18.2842,5991068
5/25/2022,26.54,27.028,30.5172,18.2453,6626003
5/24/2022,27.3,27.02,30.977,18.1661,6241820
5/23/2022,26.15,27.014,31.1111,18.1287,7481207
5/20/2022,27.24,26.8595,30.8457,17.9034,10666503
5/19/2022,26.71,26.719,31.7394,17.8762,6622276
5/18/2022,28.03,26.3675,30.3415,17.7098,8578241
5/17/2022,24.32,25.839,30.2365,17.6481,5562679
5/16/2022,25.52,25.4925,30.1661,17.6339,5815620
5/13/2022,26.93,25.167,29.9598,17.585,7706189
5/12/2022,29.44,24.806,29.3767,17.4854,6952120
5/11/2022,29.85,24.248,29.2897,17.4913,7846549
5/10/2022,29.47,23.7835,28.2565,17.3526,6431378
5/9/2022,30.48,23.3385,27.0359,17.2096,8944990
5/6/2022,26.92,22.725,26.7166,17.1565,9050169
5/5/2022,28.06,22.2805,25.3291,16.9517,8022330
5/4/2022,21.99,21.7935,23.9349,16.7316,7514648
5/3/2022,25.68,21.56,23.9664,16.7402,4963109
5/2/2022,27.18,21.0005,23.3155,16.6555,9002907
4/29/2022,28.67,20.4395,22.1005,16.4529,8464131
4/28/2022,24.08,19.896,21.2134,16.3598,5697204
4/27/2022,26.38,19.489,21.1081,16.3116,7672161
4/26/2022,27.18,18.924,19.6012,16.1206,6645675
4/25/2022,23.06,18.341,18.8277,16.0372,8934324
4/22/2022,24.43,18.039,17.3666,15.8594,8994829
4/21/2022,19.68,17.705,15.7654,15.6899,6670849
4/20/2022,17.46,17.692,15.8773,15.7146,5840797
4/19/2022,17.39,17.7285,15.2613,15.6432,4752489
4/18/2022,19.01,17.8235,16.006,15.6364,5369212
4/14/2022,19.71,17.8635,16.3875,15.5811,5943679
4/13/2022,18.28,17.9025,16.7785,15.5556,5469249
4/12/2022,20.56,18.0825,16.9872,15.4998,5624571
4/11/2022,20.57,18.3135,16.8821,15.4504,5502995
4/8/2022,18.21,18.64,18.3408,15.4458,5700819
4/7/2022,18.03,19.071,18.7266,15.4407,4950998
4/6/2022,18.32,19.4595,19.9352,15.4095,7752978
4/5/2022,17.32,19.868,20.5177,15.3753,4648207
4/4/2022,14.49,20.461,21.7577,15.3589,4397298
4/1/2022,15.96,21.204,22.0132,15.3783,6751320
3/31/2022,17.8,21.7245,21.9532,15.3404,6059313
3/30/2022,15.94,22.107,22.3731,15.3358,6046649
3/29/2022,15.08,22.5375,22.4791,15.2985,5941271
3/28/2022,15.52,23.172,22.9561,15.2936,5754388
3/25/2022,17.02,23.574,23.8936,15.3502,7405043
3/24/2022,17.75,23.852,24.8211,15.3486,4305480
3/23/2022,19.42,24.1785,25.807,15.3481,5547226
3/22/2022,18.19,24.511,25.9629,15.3388,4939120
3/21/2022,19.29,24.829,25.9382,15.3242,6693888
3/18/2022,19.81,25.0865,25.9596,15.2583,6849028
3/17/2022,20.49,25.283,25.4474,15.1938,5875339
3/16/2022,21.88,25.268,25.1887,15.1284,8162337
3/15/2022,25.18,25.2325,24.7487,15.0479,4773617
3/14/2022,27.1,25.1635,25.3216,15.0134,6220009
3/11/2022,26.83,24.996,24.7339,14.8524,6746367
3/10/2022,25.8,24.66,24.5094,14.8072,5494140
3/9/2022,26.49,24.1975,23.443,14.641,6881677
3/8/2022,29.18,23.7765,22.697,14.5825,7729306
3/7/2022,29.35,23.295,21.7122,14.4272,7614976
3/4/2022,26.37,22.825,22.2183,14.469,7398830
3/3/2022,25.45,22.5935,21.98,14.5257,6190008
3/2/2022,24.55,22.169,21.5702,14.5056,7490250
3/1/2022,27.77,21.8375,22.2729,14.4682,6137808
2/28/2022,23.56,21.458,22.7885,14.4918,8098698
2/25/2022,22.58,21.438,22.7094,14.3906,9432146
2/24/2022,24.28,21.635,22.6351,14.3676,10041403
2/23/2022,26.07,21.719,22.548,14.2869,9007344
2/22/2022,24.55,21.726,23.3103,14.3304,8615043
2/18/2022,24.44,21.738,23.7153,14.3238,8778124
2/17/2022,23.74,21.743,23.7103,14.2364,5592859
2/16/2022,20.19,21.626,24.0694,14.2355,6423215
2/15/2022,21.17,21.6285,24.1341,14.1976,5211582
2/14/2022,23.8,21.552,24.1434,14.1797,7843534
2/11/2022,23.75,21.18,23.8914,14.0523,10298126
2/10/2022,20.11,20.853,23.2811,13.9681,8067309
2/9/2022,16.55,20.564,23.2289,13.9567,7054665
2/8/2022,18.07,20.4685,23.789,13.9327,5331942
2/7/2022,19.55,20.3345,23.7522,13.9285,6530406
2/4/2022,19.95,20.132,23.5611,13.8961,7919203
2/3/2022,21.74,19.9365,23.5807,13.7953,6015799
2/2/2022,16.96,19.637,23.5651,13.7862,7171147
2/1/2022,17.92,19.41,23.5116,13.8143,5333654
1/31/2022,20.18,19.125,22.4117,13.7194,6929264
1/28/2022,23.16,18.778,21.3314,13.6466,8668218
1/27/2022,26.52,18.2825,20.21,13.5466,7122005
1/26/2022,25.96,17.583,19.1212,13.5421,8832147
1/25/2022,26.21,16.936,18.3194,13.4079,7122177
1/24/2022,24.79,16.2625,17.185,13.3157,12637245
1/21/2022,24.54,15.7225,16.745,13.2364,10864870
1/20/2022,21.4,15.2445,16.2788,13.1249,6850291
1/19/2022,20.24,15.0375,16.095,13.0736,6379269
1/18/2022,19.64,15.016,15.7212,13.0224,6956875
1/14/2022,16.36,14.9535,15.9765,13.0077,7058509
1/13/2022,17.21,14.9405,15.671,12.8878,5583278
