Date,IV30,IV30 20-Day MA,OHLC 20-Day Vol,OHLC 52-Week Vol,Options Volume
5/3/2023,24.94,20.777,16.7774,26.4707,35
5/2/2023,21.99,20.6875,17.7359,26.4164,75
5/1/2023,20.13,20.758,17.6543,26.4253,91
4/28/2023,19.74,20.927,17.1534,26.4398,286
4/27/2023,21.67,21.1175,17.5002,26.4618,32
4/26/2023,22.24,21.256,16.7047,26.681,27
4/25/2023,19.8,21.3605,17.5266,26.6809,73
4/24/2023,19.51,21.6175,17.393,26.6878,40
4/21/2023,20.66,22.017,17.9816,26.7137,175
4/20/2023,22.15,22.388,17.5747,26.816,47
4/19/2023,20.01,22.7065,17.2044,26.8382,36
4/18/2023,20.64,23.1005,17.12,26.8932,24
4/17/2023,19.42,23.591,17.584,26.9625,15
4/14/2023,18.94,24.2075,18.7682,27.111,21
4/13/2023,18.95,24.7315,21.3143,27.1542,32
4/12/2023,19.24,25.3205,21.7526,27.167,114
4/11/2023,19.93,25.653,23.3735,27.2171,303
4/10/2023,20.79,25.8725,23.4757,27.3888,75
4/6/2023,21.93,25.967,24.3764,27.4824,7
4/5/2023,22.86,25.9595,24.4448,27.5646,48
4/4/2023,23.15,25.868,25.1278,27.5601,291
4/3/2023,23.4,25.7365,23.5678,27.5104,300
3/31/2023,23.51,25.577,24.9165,27.5872,179
3/30/2023,23.55,25.45,24.9244,27.7758,124
3/29/2023,24.44,25.355,24.9503,28.0251,45
3/28/2023,24.33,25.2455,25.1974,28.061,45
3/27/2023,24.94,25.1365,24.3042,28.031,47
3/24/2023,27.5,25.0245,24.6795,28.176,19
3/23/2023,28.08,24.8025,24.465,28.1503,1587
3/22/2023,28.52,24.542,24.7379,28.3766,290
3/21/2023,27.89,24.2615,24.9163,28.375,205
3/20/2023,30.45,23.992,25.8973,28.6574,117
3/17/2023,31.75,23.6425,25.5722,28.7225,41
3/16/2023,29.42,23.1785,24.9534,28.9391,88
3/15/2023,30.73,22.8225,23.1209,28.9389,329
3/14/2023,25.89,22.393,22.8761,28.9637,4539
3/13/2023,24.32,22.254,21.4771,29.1547,29
3/10/2023,22.68,22.1315,21.524,29.4615,24
3/9/2023,21.78,22.1135,20.5891,29.6582,58
3/8/2023,21.03,22.081,21.5246,29.7234,1
3/7/2023,20.52,22.117,21.09,29.8951,27
3/6/2023,20.21,22.225,21.9601,29.927,21
3/3/2023,20.97,22.399,20.4033,30.1224,83
3/2/2023,21.65,22.479,21.3054,30.4382,28
3/1/2023,22.25,22.4785,21.6841,30.5102,67
2/28/2023,22.15,22.482,21.6201,30.5461,29
2/27/2023,22.7,22.5275,22.3218,30.8653,319
2/24/2023,23.06,22.508,22.2724,30.8474,18
2/23/2023,22.87,22.445,21.9257,30.9361,44
2/22/2023,22.91,22.4235,21.5969,30.9285,17
2/21/2023,22.5,22.4045,21.2928,30.9187,66
2/17/2023,23.46,22.3455,20.1569,30.8931,306
2/16/2023,22.47,22.2745,20.2956,30.9506,19
2/15/2023,22.3,22.2765,21.4035,30.9685,369
2/14/2023,22.14,22.302,21.1147,30.9894,39
2/13/2023,23.11,22.3305,21.0931,30.9886,48
2/10/2023,21.87,22.314,21.0181,30.9788,68
2/9/2023,22.32,22.438,21.8859,30.9857,47
2/8/2023,21.13,22.5765,22.1135,30.9827,8
2/7/2023,21.75,22.774,22.0838,30.9502,80
2/6/2023,22.68,22.935,22.047,30.9517,61
2/3/2023,23.69,23.1295,20.8309,30.8852,140
2/2/2023,22.57,23.2645,22.3979,30.8884,75
2/1/2023,21.64,23.488,22.8583,30.8473,173
1/31/2023,22.32,23.703,22.4917,30.8298,44
1/30/2023,23.06,23.831,22.6716,30.8356,49
1/27/2023,22.31,23.9515,22.375,30.8119,186
1/26/2023,21.8,24.0735,23.4347,30.8052,15
1/25/2023,22.44,24.291,23.8038,30.8288,66
1/24/2023,22.53,24.471,23.8002,30.8234,81
1/23/2023,21.32,24.6945,24.4961,30.8334,240
1/20/2023,22.04,24.877,24.6849,30.8357,380
1/19/2023,22.51,25.0365,24.7273,30.8347,111
1/18/2023,22.81,25.1605,24.467,30.7793,207
1/17/2023,22.71,25.296,24.5211,30.7868,73
1/13/2023,22.78,25.401,24.4765,30.7823,776
1/12/2023,24.35,25.4685,25.0963,30.8132,135
1/11/2023,25.09,25.497,24.5093,30.7619,625
1/10/2023,25.08,25.5065,24.7434,30.7486,88
1/9/2023,24.97,25.58,24.434,30.7247,598
1/6/2023,26.57,25.665,24.3266,30.7097,241
1/5/2023,26.39,25.7155,25.099,30.7111,177
1/4/2023,27.04,25.759,27.3507,30.6139,314
1/3/2023,25.94,25.686,26.4286,30.5396,87
12/30/2022,24.88,25.683,26.8232,30.5283,453
12/29/2022,25.47,25.723,27.3086,30.5126,208
12/28/2022,24.75,25.773,27.6006,30.4953,615
12/27/2022,26.15,25.817,27.6057,30.4393,454
12/23/2022,26.04,25.869,27.617,30.4271,144
12/22/2022,27,25.9555,27.9053,30.4395,129
12/21/2022,24.97,26.018,27.5783,30.4455,203
12/20/2022,25.23,26.1805,29.0077,30.5176,58
12/19/2022,24.99,26.2515,30.1057,30.5139,84
12/16/2022,25.52,26.4035,29.7271,30.4596,58
12/15/2022,24.81,26.517,30.0963,30.4626,224
12/14/2022,24.13,26.696,30.5044,30.4648,155
12/13/2022,24.92,26.9075,30.2589,30.4124,76
12/12/2022,25.28,27.0265,31.0653,30.4054,115
12/9/2022,26.55,27.054,30.7644,30.3978,332
12/8/2022,26.67,27.0305,31.014,30.373,67
12/7/2022,27.58,27.043,31.0901,30.3661,82
12/6/2022,27.26,27.0345,30.479,30.3543,43
12/5/2022,25.58,26.9975,29.2422,30.1269,435
12/2/2022,25.88,27.1515,29.398,30.1562,19
12/1/2022,25.68,27.229,29.0808,30.2291,345
11/30/2022,26.47,27.3535,28.8552,30.2879,3174
11/29/2022,25.63,27.4305,28.4989,30.3589,82
11/28/2022,27.19,27.522,27.6642,30.6195,17
11/25/2022,27.77,27.5955,27.3417,30.5995,53
11/23/2022,28.25,27.652,27.5801,30.6008,14
11/22/2022,28.22,27.7615,27.3085,30.5886,61
11/21/2022,26.65,27.925,25.6816,30.4663,181
11/18/2022,28.03,28.226,24.5102,30.3681,72
11/17/2022,27.79,28.4785,24.7405,30.3511,64
11/16/2022,28.39,28.75,24.4149,30.3205,4
11/15/2022,28.36,28.985,24.0347,30.2906,32
11/14/2022,27.3,29.3275,23.6269,30.2594,17
11/11/2022,25.83,29.676,23.0553,30.1749,168
11/10/2022,26.08,30.141,24.1445,30.187,20
11/9/2022,26.92,30.591,23.2991,30.1389,123
11/8/2022,27.41,31.007,23.1157,30.1142,23
11/7/2022,26.52,31.394,23.7726,30.1191,15
11/4/2022,28.66,31.8015,21.6206,30.077,523
11/3/2022,27.43,32.1115,21.459,30.0934,384
11/2/2022,28.17,32.436,21.5361,30.0775,89
11/1/2022,28.01,32.8545,22.1071,30.0435,88
10/31/2022,27.46,33.288,23.8941,30.0468,158
10/28/2022,28.66,33.708,23.7424,30.0248,4024
10/27/2022,28.9,34.131,23.8325,30.0387,518
10/26/2022,30.44,34.5295,24.5954,29.9924,327
10/25/2022,31.49,34.801,25.2467,30.005,284
10/24/2022,32.67,35.0565,26.0502,29.9999,321
10/21/2022,33.08,35.1285,28.4662,30.0124,161
10/20/2022,33.22,35.019,28.4556,30.0112,166
10/19/2022,33.09,34.7915,28.8297,30.0021,224
10/18/2022,35.21,34.635,28.742,30.0057,3521
10/17/2022,34.27,34.362,29.8122,30.0048,137
10/14/2022,35.13,34.1005,29.2408,29.9682,42
10/13/2022,35.08,33.919,29.5644,29.8939,115
10/12/2022,35.24,33.7185,29.6095,29.8943,26
10/11/2022,35.15,33.541,29.7636,29.8902,237
10/10/2022,34.67,33.314,29.5002,29.8526,206
10/7/2022,34.86,33.021,29.9806,29.854,271
10/6/2022,33.92,32.773,29.9824,29.8623,100
10/5/2022,36.54,32.632,30.4317,29.848,111
10/4/2022,36.68,32.4105,29.622,29.7901,398
10/3/2022,35.86,32.097,28.6311,29.6525,253
9/30/2022,37.12,31.9695,28.9739,29.658,101
9/29/2022,36.87,31.7155,29.5093,29.6542,142
9/28/2022,35.87,31.453,29.3454,29.5693,81
9/27/2022,36.6,31.188,29.267,29.5565,113
9/26/2022,34.11,30.825,28.5146,29.4933,368
9/23/2022,30.89,30.653,26.3471,29.2734,263
9/22/2022,28.67,30.624,25.7979,29.2481,26
9/21/2022,29.96,30.6575,25.512,29.2175,257
9/20/2022,29.75,30.6805,25.939,29.2308,96
9/19/2022,29.04,30.7775,24.8089,29.1271,158
9/16/2022,31.5,30.927,25.0412,29.1305,257
9/15/2022,31.07,30.846,23.655,29.0647,261
9/14/2022,31.69,30.874,23.9333,29.0648,81
9/13/2022,30.61,30.837,26.9951,29.0387,43
9/12/2022,28.81,30.757,26.7972,29.0548,1675
9/9/2022,29.9,30.818,26.4504,28.9993,92
9/8/2022,31.1,30.78,26.7392,29.0129,239
9/7/2022,32.11,30.5665,26.3512,28.9552,389
9/6/2022,30.41,30.311,26.4156,28.9469,156
9/2/2022,33.31,30.159,26.8688,28.9263,145
9/1/2022,32.04,29.9365,26.5428,28.8918,911
8/31/2022,31.62,29.824,26.5965,28.845,47
8/30/2022,30.57,29.755,25.4255,28.7488,88
8/29/2022,29.34,29.747,27.373,28.7217,273
8/26/2022,30.67,29.7135,28.1886,28.7214,48
8/25/2022,30.31,29.507,27.9535,28.6897,123
8/24/2022,29.34,29.3685,28.4171,28.7106,198
8/23/2022,30.42,29.3255,28.9819,28.7946,181
8/22/2022,31.69,29.31,28.8332,28.7762,217
8/19/2022,32.03,29.307,28.7405,28.8148,131
8/18/2022,29.88,29.329,30.2094,28.8288,116
8/17/2022,31.63,29.4775,30.2052,28.8248,136
8/16/2022,30.95,29.4955,30.585,28.8219,145
8/15/2022,29.01,29.614,29.2997,28.524,97
8/12/2022,30.03,29.941,29.4126,28.5227,84
8/11/2022,29.14,30.2465,30.5897,28.5067,252
8/10/2022,26.83,30.61,30.5029,28.4904,163
8/9/2022,27,31.1925,32.8393,28.4962,141
8/8/2022,27.37,31.769,32.8568,28.4959,2360
8/5/2022,28.86,32.311,32.1961,28.406,279
8/4/2022,29.79,32.772,34.1072,28.416,187
8/3/2022,30.24,33.301,33.9188,28.3973,4599
8/2/2022,30.41,33.803,36.617,28.4058,34
8/1/2022,28.67,34.135,35.3454,28.1848,846
7/29/2022,26.54,34.5255,35.4457,28.1229,410
7/28/2022,27.54,34.938,36.594,28.1085,348
7/27/2022,28.48,35.3205,36.2507,28.0673,360
7/26/2022,30.11,35.682,35.7195,27.9951,133
7/25/2022,31.63,35.9735,35.6287,27.9686,197
7/22/2022,32.47,36.2885,36.5169,27.9672,69
7/21/2022,32.85,36.5265,37.6975,27.8283,57
7/20/2022,31.99,36.799,37.9002,27.838,183
7/19/2022,33.32,37.0825,38.5716,27.9465,1267
7/18/2022,35.55,37.4405,37.4088,27.787,2452
7/15/2022,36.14,37.6525,37.3594,27.7698,1788
7/14/2022,36.41,37.7315,36.5332,27.6277,299
7/13/2022,38.48,37.8005,36.7223,27.6043,321
7/12/2022,38.53,37.78,34.3043,27.296,505
7/11/2022,38.21,37.6635,34.2934,27.2866,146
7/8/2022,38.08,37.4445,34.0958,27.2682,421
7/7/2022,40.37,37.19,32.0297,27.0429,3277
7/6/2022,40.28,36.803,31.6282,27.0532,1821
7/5/2022,37.05,36.404,28.8589,26.67,18286
7/1/2022,36.48,36.1515,28.5013,26.6948,14986
6/30/2022,34.79,35.89,27.9974,26.6145,2044
6/29/2022,35.19,35.7345,28.1159,26.4513,2414
6/28/2022,35.71,35.5335,28.3189,26.4422,1783
6/27/2022,35.94,35.294,28.3552,26.4353,13831
6/24/2022,37.93,35.0515,28.0713,26.4231,2092
6/23/2022,37.23,34.7365,26.7689,26.3174,1624
6/22/2022,38.3,34.496,23.5237,25.9672,449
6/21/2022,37.66,34.261,23.0711,25.9916,865
6/17/2022,40.48,34.201,22.4346,25.8368,1907
6/16/2022,39.79,34.0545,23.6991,25.8791,975
6/15/2022,37.72,33.9215,23.8744,25.866,529
6/14/2022,37.79,33.781,23.8045,25.7943,596
6/13/2022,38.07,33.7245,23.4433,25.7399,322
6/10/2022,36.2,33.7145,23.4291,25.7253,155
6/9/2022,33.83,33.759,25.1683,25.7203,301
6/8/2022,32.99,33.9785,25.7225,25.7149,1593
6/7/2022,32.63,34.263,28.5215,25.7126,233
6/6/2022,32.3,34.5855,28.7451,25.7118,497
6/3/2022,32,34.8945,28.9943,25.6956,1093
6/2/2022,31.25,35.229,30.3647,25.6698,1233
6/1/2022,31.68,35.52,30.2949,25.6223,346
5/31/2022,31.17,35.7935,30.3832,25.5019,847
5/27/2022,30.92,36.207,30.5898,25.4768,135
5/26/2022,31.09,36.588,30.6019,25.4823,2149
5/25/2022,31.63,36.965,31.0589,25.4854,977
5/24/2022,32.42,37.28,31.3134,25.4829,789
5/23/2022,33.6,37.58,33.7075,25.4928,341
5/20/2022,36.46,37.7985,33.9095,25.5008,1387
5/19/2022,37.55,37.8195,33.1961,25.4087,350
5/18/2022,37.13,37.7795,32.3717,25.3526,11845
5/17/2022,34.91,37.749,33.3409,25.339,307
5/16/2022,36.66,37.8165,33.1778,25.281,636
5/13/2022,37.87,37.8605,33.5064,25.2713,1718
5/12/2022,37.09,37.9325,34.0714,25.341,219
5/11/2022,38.22,37.946,33.9379,25.1617,2083
5/10/2022,38.68,38.029,33.9202,25.1309,244
5/9/2022,39.08,38.101,31.5852,24.7854,552
5/6/2022,38.48,38.194,31.9821,24.7682,1270
5/5/2022,38.69,38.305,33.0709,24.7076,415
5/4/2022,37.07,38.3765,32.4253,24.51,415
5/3/2022,37.15,38.6465,32.8729,24.4938,373
5/2/2022,39.44,38.8485,31.1974,24.2741,381
4/29/2022,38.54,38.9205,31.7558,24.2424,617
4/28/2022,38.63,39.131,32.4,24.2514,269
4/27/2022,37.93,39.3935,33.7843,24.2171,100
4/26/2022,38.42,39.685,35.6505,24.191,582
4/25/2022,37.97,40.1395,33.8919,23.8753,896
4/22/2022,36.88,40.568,34.0239,23.8535,552
4/21/2022,36.75,41.2045,35.2222,23.8391,491
4/20/2022,36.52,41.8365,34.9849,23.8234,1620
4/19/2022,36.26,42.4435,35.7852,23.6763,1697
4/18/2022,37.54,43.1605,35.3751,23.6219,1475
4/14/2022,39.31,43.8415,36.759,23.5467,4501
4/13/2022,37.36,44.541,36.8922,23.4575,1178
4/12/2022,39.88,45.1955,37.4405,23.3125,843
4/11/2022,40.12,45.861,38.3614,23.2613,847
4/8/2022,40.94,46.6135,38.6866,23.2455,1207
4/7/2022,40.7,47.668,39.9447,23.1721,1399
4/6/2022,40.12,48.765,40.1533,22.9431,944
4/5/2022,42.47,50.2875,40.9738,22.8251,244
4/4/2022,41.19,52.0615,40.8586,22.7581,1984
4/1/2022,40.88,53.815,42.4053,22.7854,443
3/31/2022,42.75,54.774,42.0123,22.6828,645
3/30/2022,43.88,54.6565,42.8169,22.6036,614
3/29/2022,43.76,54.428,42.6322,22.3616,856
3/28/2022,47.51,53.9025,41.0358,22.0007,1303
3/25/2022,46.54,52.9265,41.223,22.0428,389
3/24/2022,49.61,52.044,42.3976,22.0534,1369
3/23/2022,49.39,50.993,41.1645,21.9591,656
3/22/2022,48.66,49.9175,42.1664,22.0958,668
3/21/2022,50.6,48.822,40.4834,21.8025,1218
3/18/2022,51.16,47.593,40.5077,21.8673,1852
3/17/2022,53.3,46.3215,39.199,21.8248,1174
3/16/2022,50.45,44.856,38.9444,21.7069,1069
3/15/2022,53.19,43.5585,37.3203,21.4222,1612
3/14/2022,55.17,42.1895,36.0996,21.1967,2013
3/11/2022,62.03,40.829,35.6545,21.1232,1388
3/10/2022,62.64,38.8725,33.5254,20.8266,1607
3/9/2022,70.57,36.878,31.7214,20.5416,3844
3/8/2022,77.95,34.5605,29.8694,20.2858,5269
3/7/2022,76.26,31.8835,29.2363,20.1943,5638
3/4/2022,60.06,29.2975,27.9465,20.0339,3578
3/3/2022,40.4,27.3675,27.2635,19.9932,1918
3/2/2022,39.31,26.441,25.6373,19.7317,2704
3/1/2022,33.25,25.54,24.0756,19.5454,3039
2/28/2022,27.99,25.0215,23.0086,19.4264,2755
2/25/2022,28.89,24.783,22.4524,19.3857,410
2/24/2022,28.59,24.4565,21.0025,19.1953,2263
2/23/2022,27.88,24.107,21.2037,19.2097,260
2/22/2022,26.75,23.8165,20.0703,19.04,399
2/18/2022,26.02,23.4915,19.7031,19.0694,205
2/17/2022,25.73,23.2765,19.9632,19.0863,187
2/16/2022,23.99,23.0485,19.2865,19.0406,534
2/15/2022,24.5,22.8875,18.1357,18.9388,520
2/14/2022,25.81,22.712,17.9296,18.8869,778
2/11/2022,27.96,22.447,17.3535,18.8684,293
2/10/2022,22.9,22.105,17.2007,18.8543,283
2/9/2022,22.75,21.992,18.0593,18.8423,148
2/8/2022,24.22,21.747,17.7027,18.8207,199
2/7/2022,24.41,21.4465,17.6647,18.8443,106
2/4/2022,24.54,21.082,17.8226,18.8224,1042
2/3/2022,21.46,20.828,17.3938,18.7632,242
2/2/2022,21.87,20.721,17.4124,18.7619,102
2/1/2022,21.29,20.567,17.2216,18.7714,69
1/31/2022,22.88,20.464,17.1763,18.8094,80
1/28/2022,23.22,20.327,16.7342,18.8192,747
1/27/2022,22.36,20.178,16.4157,18.8409,258
1/26/2022,21.6,20.0265,16.0237,18.823,188
1/25/2022,22.07,19.9675,16.5401,18.7962,27
1/24/2022,20.25,19.9025,16.0406,18.7686,154
1/21/2022,21.72,19.9135,16.5518,18.8271,381
1/20/2022,21.17,19.927,17.3254,18.8036,103
1/19/2022,20.77,19.97,18.9014,18.7903,116
1/18/2022,20.99,20.14,18.8734,18.7853,446
1/14/2022,20.51,20.333,18.4506,18.7627,535
1/13/2022,21.12,20.5355,18.3842,18.7593,307
1/12/2022,20.64,20.6915,18.5247,18.751,209
1/11/2022,17.85,21.036,17.5035,18.7124,115
1/10/2022,18.21,21.4855,17.7156,18.7614,48
1/7/2022,17.12,22.0795,18.2843,18.7815,13
1/6/2022,19.46,22.762,17.7501,18.7268,1024
1/5/2022,19.32,23.251,17.7914,18.7176,30
1/4/2022,18.79,23.8245,18.5735,18.8799,46
1/3/2022,19.23,24.435,19.9439,18.9562,34
12/31/2021,20.14,25.1085,20.6553,18.9552,2
12/30/2021,20.24,25.583,22.2215,18.9571,252
12/29/2021,19.33,26.143,23.6032,18.944,16
12/28/2021,20.42,26.68,25.0372,18.9529,22
12/27/2021,20.77,26.9885,25.7924,18.8813,89
12/23/2021,20.47,27.281,25.6033,18.8871,69
12/22/2021,21.99,27.239,25.7208,18.8492,241
12/21/2021,22.03,27.2035,25.1261,18.9388,328
12/20/2021,24.17,27.161,23.987,18.7778,42
12/17/2021,24.85,26.9785,23.9438,18.7851,25
12/16/2021,24.56,26.7725,24.0682,18.7787,75
12/15/2021,24.24,26.598,23.8971,18.7645,42
12/14/2021,27.53,26.408,23.8859,18.7773,140
12/13/2021,26.84,26.145,23.8969,18.7791,73
12/10/2021,30.09,25.9335,23.7941,18.8102,15
12/9/2021,30.77,25.529,23.748,18.7755,20
12/8/2021,29.24,25.0285,23.7477,18.7695,132
12/7/2021,30.79,24.5365,23.4511,18.7652,105
12/6/2021,31,24.05,22.8889,18.6853,35
12/3/2021,32.7,23.609,23.0429,18.5447,85
12/2/2021,29.63,23.0145,22.9578,18.483,90
12/1/2021,31.44,22.6055,21.2292,18.2978,478
11/30/2021,30.07,21.9775,19.6562,18.1158,225
11/29/2021,26.59,21.393,18.3102,17.9395,171
11/26/2021,26.62,21.0895,16.5178,17.7976,531
11/24/2021,19.63,20.68,17.0429,17.866,5
